encoderAngle	rotations	 potentiometerVoltage	ideal voltage
-70.3125	0.1953125	0.0703125	0.064453125
-71.015625	0.197265625	0.06640625	0.065097656
-71.63085938	0.198974609	0.06640625	0.065661621
-72.15820313	0.200439453	0.0703125	0.06614502
-72.68554688	0.201904297	0.0625	0.066628418
-73.21289063	0.203369141	0.0703125	0.067111816
-73.828125	0.205078125	0.06640625	0.067675781
-74.35546875	0.206542969	0.0703125	0.06815918
-74.97070313	0.208251953	0.0703125	0.068723145
-75.5859375	0.209960938	0.0703125	0.069287109
-76.2890625	0.211914063	0.07421875	0.069931641
-77.08007813	0.214111328	0.0703125	0.070656738
-77.95898438	0.216552734	0.07421875	0.071462402
-78.83789063	0.218994141	0.0703125	0.072268066
-79.8046875	0.221679688	0.07421875	0.073154297
-80.859375	0.224609375	0.078125	0.074121094
-81.9140625	0.227539063	0.07421875	0.075087891
-82.79296875	0.229980469	0.08203125	0.075893555
-83.75976563	0.232666016	0.07421875	0.076779785
-84.55078125	0.234863281	0.08203125	0.077504883
-85.4296875	0.237304688	0.078125	0.078310547
-86.1328125	0.239257813	0.08203125	0.078955078
-86.8359375	0.241210938	0.08203125	0.079599609
-87.80273438	0.243896484	0.078125	0.08048584
-88.59375	0.24609375	0.0859375	0.081210938
-89.38476563	0.248291016	0.08203125	0.081936035
-90.08789063	0.250244141	0.0859375	0.082580566
-90.79101563	0.252197266	0.08203125	0.083225098
-91.49414063	0.254150391	0.08203125	0.083869629
-92.19726563	0.256103516	0.0859375	0.08451416
-92.98828125	0.258300781	0.08203125	0.085239258
-93.77929688	0.260498047	0.08984375	0.085964355
-94.74609375	0.263183594	0.0859375	0.086850586
-95.80078125	0.266113281	0.08984375	0.087817383
-96.85546875	0.269042969	0.08984375	0.08878418
-97.91015625	0.271972656	0.08984375	0.089750977
-98.87695313	0.274658203	0.09375	0.090637207
-99.75585938	0.277099609	0.08984375	0.091442871
-100.4589844	0.279052734	0.09765625	0.092087402
-101.1621094	0.281005859	0.08984375	0.092731934
-101.7773438	0.282714844	0.09375	0.093295898
-102.3046875	0.284179688	0.09375	0.093779297
-102.8320313	0.285644531	0.09375	0.094262695
-103.359375	0.287109375	0.09765625	0.094746094
-103.7988281	0.288330078	0.09375	0.095148926
-104.3261719	0.289794922	0.09765625	0.095632324
-104.8535156	0.291259766	0.09375	0.096115723
-105.3808594	0.292724609	0.09765625	0.096599121
-105.9082031	0.294189453	0.09765625	0.09708252
-106.5234375	0.295898438	0.09765625	0.097646484
-107.3144531	0.298095703	0.1015625	0.098371582
-108.1054688	0.300292969	0.09765625	0.09909668
-109.1601563	0.303222656	0.10546875	0.100063477
-110.2148438	0.306152344	0.1015625	0.101030273
-111.4453125	0.309570313	0.1015625	0.102158203
-112.6757813	0.312988281	0.10546875	0.103286133
-113.9941406	0.316650391	0.1015625	0.104494629
-115.2246094	0.320068359	0.109375	0.105622559
-116.3671875	0.323242188	0.10546875	0.106669922
-117.421875	0.326171875	0.11328125	0.107636719
-118.3886719	0.328857422	0.109375	0.108522949
-119.2675781	0.331298828	0.109375	0.109328613
-120.1464844	0.333740234	0.11328125	0.110134277
-120.8496094	0.335693359	0.10546875	0.110778809
-121.640625	0.337890625	0.12109375	0.111503906
-122.34375	0.33984375	0.109375	0.112148438
-122.8710938	0.341308594	0.1171875	0.112631836
-123.3984375	0.342773438	0.11328125	0.113115234
-123.8378906	0.343994141	0.11328125	0.113518066
-124.1894531	0.344970703	0.12109375	0.113840332
-124.5410156	0.345947266	0.109375	0.114162598
-124.8925781	0.346923828	0.12109375	0.114484863
-125.2441406	0.347900391	0.11328125	0.114807129
-125.5957031	0.348876953	0.1171875	0.115129395
-125.9472656	0.349853516	0.1171875	0.11545166
-126.1230469	0.350341797	0.11328125	0.115612793
-126.4746094	0.351318359	0.12109375	0.115935059
-126.7382813	0.352050781	0.11328125	0.116176758
-127.0019531	0.352783203	0.12109375	0.116418457
-127.3535156	0.353759766	0.11328125	0.116740723
-127.6171875	0.354492188	0.1171875	0.116982422
-127.8808594	0.355224609	0.12109375	0.117224121
-128.1445313	0.355957031	0.11328125	0.11746582
-128.5839844	0.357177734	0.125	0.117868652
-129.1113281	0.358642578	0.1171875	0.118352051
-129.7265625	0.360351563	0.125	0.118916016
-130.2539063	0.361816406	0.12109375	0.119399414
-130.8691406	0.363525391	0.12109375	0.119963379
-131.5722656	0.365478516	0.125	0.12060791
-132.1875	0.3671875	0.12109375	0.121171875
-132.8027344	0.368896484	0.12890625	0.12173584
-133.5058594	0.370849609	0.12109375	0.122380371
-134.1210938	0.372558594	0.125	0.122944336
-134.6484375	0.374023438	0.125	0.123427734
-135.3515625	0.375976563	0.125	0.124072266
-135.9667969	0.377685547	0.12890625	0.12463623
-136.4941406	0.379150391	0.12109375	0.125119629
-137.0214844	0.380615234	0.1328125	0.125603027
-137.5488281	0.382080078	0.125	0.126086426
-138.0761719	0.383544922	0.12890625	0.126569824
-138.6035156	0.385009766	0.12890625	0.127053223
-139.0429688	0.386230469	0.125	0.127456055
-139.5703125	0.387695313	0.1328125	0.127939453
-140.0976563	0.389160156	0.125	0.128422852
-140.5371094	0.390380859	0.1328125	0.128825684
-140.9765625	0.391601563	0.12890625	0.129228516
-141.4160156	0.392822266	0.1328125	0.129631348
-141.7675781	0.393798828	0.1328125	0.129953613
-142.1191406	0.394775391	0.12890625	0.130275879
-142.5585938	0.395996094	0.13671875	0.130678711
-142.9101563	0.396972656	0.12890625	0.131000977
-143.4375	0.3984375	0.13671875	0.131484375
-143.8769531	0.399658203	0.1328125	0.131887207
-144.3164063	0.400878906	0.1328125	0.132290039
-144.84375	0.40234375	0.13671875	0.132773438
-145.546875	0.404296875	0.1328125	0.133417969
-146.4257813	0.406738281	0.140625	0.134223633
-147.3046875	0.409179688	0.1328125	0.135029297
-148.0957031	0.411376953	0.140625	0.135754395
-149.0625	0.4140625	0.13671875	0.136640625
-150.0292969	0.416748047	0.13671875	0.137526855
-150.9960938	0.419433594	0.14453125	0.138413086
-152.0507813	0.422363281	0.13671875	0.139379883
-153.0175781	0.425048828	0.1484375	0.140266113
-154.0722656	0.427978516	0.140625	0.14123291
-155.0390625	0.430664063	0.1484375	0.142119141
-155.9179688	0.433105469	0.14453125	0.142924805
-156.8847656	0.435791016	0.140625	0.143811035
-158.0273438	0.438964844	0.15234375	0.144858398
-159.3457031	0.442626953	0.14453125	0.146066895
-160.5761719	0.446044922	0.15234375	0.147194824
-161.8945313	0.449707031	0.1484375	0.14840332
-163.2128906	0.453369141	0.15234375	0.149611816
-164.53125	0.45703125	0.15625	0.150820313
-165.6738281	0.460205078	0.15234375	0.151867676
-166.8164063	0.463378906	0.1640625	0.152915039
-167.9589844	0.466552734	0.15234375	0.153962402
-169.0136719	0.469482422	0.16015625	0.154929199
-170.0683594	0.472412109	0.15234375	0.155895996
-171.0351563	0.475097656	0.16015625	0.156782227
-171.9140625	0.477539063	0.16015625	0.157587891
-172.7050781	0.479736328	0.15625	0.158312988
-173.3203125	0.481445313	0.16796875	0.158876953
-173.9355469	0.483154297	0.15625	0.159440918
-174.375	0.484375	0.16796875	0.15984375
-174.8144531	0.485595703	0.16015625	0.160246582
-175.078125	0.486328125	0.1640625	0.160488281
-175.2539063	0.486816406	0.1640625	0.160649414
-175.3417969	0.487060547	0.15625	0.16072998
-175.4296875	0.487304688	0.171875	0.160810547
-175.6054688	0.487792969	0.15625	0.16097168
-175.78125	0.48828125	0.16796875	0.161132813
-176.0449219	0.489013672	0.1640625	0.161374512
-176.3085938	0.489746094	0.16015625	0.161616211
-176.6601563	0.490722656	0.16796875	0.161938477
-177.1875	0.4921875	0.16015625	0.162421875
-177.7148438	0.493652344	0.17578125	0.162905273
-178.3300781	0.495361328	0.16015625	0.163469238
-178.8574219	0.496826172	0.16796875	0.163952637
-179.4726563	0.498535156	0.16796875	0.164516602
-180.1757813	0.500488281	0.1640625	0.165161133
-180.8789063	0.502441406	0.171875	0.165805664
-181.5820313	0.504394531	0.1640625	0.166450195
-182.3730469	0.506591797	0.17578125	0.167175293
-183.0761719	0.508544922	0.16796875	0.167819824
-183.8671875	0.510742188	0.171875	0.168544922
-184.6582031	0.512939453	0.171875	0.16927002
-185.5371094	0.515380859	0.16796875	0.170075684
-186.328125	0.517578125	0.17578125	0.170800781
-187.03125	0.51953125	0.16796875	0.171445313
-187.5585938	0.520996094	0.1796875	0.171928711
-188.1738281	0.522705078	0.171875	0.172492676
-188.8769531	0.524658203	0.17578125	0.173137207
-189.5800781	0.526611328	0.1796875	0.173781738
-190.2832031	0.528564453	0.16796875	0.17442627
-190.8984375	0.530273438	0.18359375	0.174990234
-191.6015625	0.532226563	0.171875	0.175634766
-192.3925781	0.534423828	0.18359375	0.176359863
-193.359375	0.537109375	0.1796875	0.177246094
-194.5898438	0.540527344	0.1796875	0.178374023
-195.9082031	0.544189453	0.1875	0.17958252
-197.1386719	0.547607422	0.17578125	0.180710449
-198.28125	0.55078125	0.19140625	0.181757813
-199.4238281	0.553955078	0.18359375	0.182805176
-200.3027344	0.556396484	0.1875	0.18361084
-201.1816406	0.558837891	0.1875	0.184416504
-201.9726563	0.561035156	0.18359375	0.185141602
-202.7636719	0.563232422	0.1953125	0.185866699
-203.4667969	0.565185547	0.18359375	0.18651123
-204.2578125	0.567382813	0.1953125	0.187236328
-204.8730469	0.569091797	0.1875	0.187800293
-205.4882813	0.570800781	0.19140625	0.188364258
-206.1914063	0.572753906	0.1953125	0.189008789
-206.8066406	0.574462891	0.1875	0.189572754
-207.421875	0.576171875	0.203125	0.190136719
-208.0371094	0.577880859	0.1875	0.190700684
-208.7402344	0.579833984	0.19921875	0.191345215
-209.4433594	0.581787109	0.19140625	0.191989746
-210.1464844	0.583740234	0.1953125	0.192634277
-210.7617188	0.585449219	0.203125	0.193198242
-211.3769531	0.587158203	0.19140625	0.193762207
-212.1679688	0.589355469	0.203125	0.194487305
-212.8710938	0.591308594	0.1953125	0.195131836
-213.3984375	0.592773438	0.203125	0.195615234
-214.0136719	0.594482422	0.19921875	0.196179199
-214.8046875	0.596679688	0.19921875	0.196904297
-215.5078125	0.598632813	0.20703125	0.197548828
-216.2988281	0.600830078	0.19921875	0.198273926
-217.265625	0.603515625	0.20703125	0.199160156
-218.2324219	0.606201172	0.1953125	0.200046387
-219.375	0.609375	0.20703125	0.20109375
-220.6054688	0.612792969	0.20703125	0.20222168
-221.9238281	0.616455078	0.20703125	0.203430176
-223.0664063	0.619628906	0.21875	0.204477539
-224.2089844	0.622802734	0.203125	0.205524902
-225.4394531	0.626220703	0.21484375	0.206652832
-226.4941406	0.629150391	0.20703125	0.207619629
-227.5488281	0.632080078	0.2109375	0.208586426
-228.6914063	0.635253906	0.21875	0.209633789
-229.921875	0.638671875	0.2109375	0.210761719
-231.0644531	0.641845703	0.22265625	0.211809082
-232.2070313	0.645019531	0.2109375	0.212856445
-233.2617188	0.647949219	0.22265625	0.213823242
-234.3164063	0.650878906	0.21875	0.214790039
-235.2832031	0.653564453	0.22265625	0.21567627
-236.1621094	0.656005859	0.22265625	0.216481934
-237.1289063	0.658691406	0.21875	0.217368164
-238.0078125	0.661132813	0.23046875	0.218173828
-238.7988281	0.663330078	0.21484375	0.218898926
-239.5898438	0.665527344	0.23046875	0.219624023
-240.2929688	0.667480469	0.22265625	0.220268555
-240.9960938	0.669433594	0.22265625	0.220913086
-241.7871094	0.671630859	0.23046875	0.221638184
-242.6660156	0.674072266	0.22265625	0.222443848
-243.5449219	0.676513672	0.234375	0.223249512
-244.5117188	0.679199219	0.2265625	0.224135742
-245.390625	0.681640625	0.234375	0.224941406
-246.2695313	0.684082031	0.23046875	0.22574707
-247.1484375	0.686523438	0.23046875	0.226552734
-248.0273438	0.688964844	0.23828125	0.227358398
-248.8183594	0.691162109	0.2265625	0.228083496
-249.4335938	0.692871094	0.23828125	0.228647461
-250.0488281	0.694580078	0.23046875	0.229211426
-250.5761719	0.696044922	0.23828125	0.229694824
-251.1035156	0.697509766	0.23828125	0.230178223
-251.71875	0.69921875	0.23046875	0.230742188
-252.3339844	0.700927734	0.2421875	0.231306152
-252.9492188	0.702636719	0.2265625	0.231870117
-253.6523438	0.704589844	0.2421875	0.232514648
-254.3554688	0.706542969	0.234375	0.23315918
-255.0585938	0.708496094	0.23828125	0.233803711
-255.8496094	0.710693359	0.2421875	0.234528809
-256.640625	0.712890625	0.234375	0.235253906
-257.6074219	0.715576172	0.24609375	0.236140137
-258.3984375	0.717773438	0.23828125	0.236865234
-259.2773438	0.720214844	0.24609375	0.237670898
-260.15625	0.72265625	0.2421875	0.238476563
-261.1230469	0.725341797	0.2421875	0.239362793
-262.0019531	0.727783203	0.25	0.240168457
-262.96875	0.73046875	0.2421875	0.241054688
-263.7597656	0.732666016	0.25390625	0.241779785
-264.5507813	0.734863281	0.23828125	0.242504883
-265.1660156	0.736572266	0.25	0.243068848
-265.78125	0.73828125	0.24609375	0.243632813
-266.3964844	0.739990234	0.24609375	0.244196777
-266.8359375	0.741210938	0.2578125	0.244599609
-267.1875	0.7421875	0.2421875	0.244921875
-267.6269531	0.743408203	0.2578125	0.245324707
-267.9785156	0.744384766	0.24609375	0.245646973
-268.5058594	0.745849609	0.25	0.246130371
-269.1210938	0.747558594	0.25	0.246694336
-269.8242188	0.749511719	0.24609375	0.247338867
-270.5273438	0.751464844	0.2578125	0.247983398
-271.2304688	0.753417969	0.24609375	0.24862793
-271.9335938	0.755371094	0.26171875	0.249272461
-272.5488281	0.757080078	0.25	0.249836426
-273.1640625	0.758789063	0.25390625	0.250400391
-273.7792969	0.760498047	0.2578125	0.250964355
-274.3945313	0.762207031	0.25	0.25152832
-275.0976563	0.764160156	0.26171875	0.252172852
-275.7128906	0.765869141	0.25	0.252736816
-276.4160156	0.767822266	0.26171875	0.253381348
-276.9433594	0.769287109	0.2578125	0.253864746
-277.4707031	0.770751953	0.2578125	0.254348145
-277.9980469	0.772216797	0.26171875	0.254831543
-278.6132813	0.773925781	0.25	0.255395508
-279.2285156	0.775634766	0.265625	0.255959473
-279.9316406	0.777587891	0.25390625	0.256604004
-280.7226563	0.779785156	0.26953125	0.257329102
-281.5136719	0.781982422	0.265625	0.258054199
-282.3925781	0.784423828	0.2578125	0.258859863
-283.2714844	0.786865234	0.26953125	0.259665527
-284.2382813	0.789550781	0.25390625	0.260551758
-284.9414063	0.791503906	0.2734375	0.261196289
-285.8203125	0.793945313	0.26171875	0.262001953
-286.6113281	0.796142578	0.26953125	0.262727051
-287.3144531	0.798095703	0.26953125	0.263371582
-287.9296875	0.799804688	0.26171875	0.263935547
-288.4570313	0.801269531	0.2734375	0.264418945
-288.8964844	0.802490234	0.26171875	0.264821777
-289.2480469	0.803466797	0.27734375	0.265144043
-289.5117188	0.804199219	0.265625	0.265385742
-289.7753906	0.804931641	0.26953125	0.265627441
-290.0390625	0.805664063	0.2734375	0.265869141
-290.3027344	0.806396484	0.265625	0.26611084
-290.6542969	0.807373047	0.27734375	0.266433105
-291.09375	0.80859375	0.265625	0.266835938
-291.5332031	0.809814453	0.2734375	0.26723877
-292.1484375	0.811523438	0.26953125	0.267802734
-292.8515625	0.813476563	0.26953125	0.268447266
-293.5546875	0.815429688	0.27734375	0.269091797
-294.3457031	0.817626953	0.265625	0.269816895
-294.9609375	0.819335938	0.28125	0.270380859
-295.5761719	0.821044922	0.26953125	0.270944824
-296.1914063	0.822753906	0.27734375	0.271508789
-296.71875	0.82421875	0.27734375	0.271992188
-297.2460938	0.825683594	0.2734375	0.272475586
-297.7734375	0.827148438	0.28125	0.272958984
-298.3886719	0.828857422	0.26953125	0.273522949
-298.9160156	0.830322266	0.28515625	0.274006348
-299.6191406	0.832275391	0.2734375	0.274650879
-300.234375	0.833984375	0.28125	0.275214844
-301.0253906	0.836181641	0.28125	0.275939941
-301.8164063	0.838378906	0.27734375	0.276665039
-302.5195313	0.840332031	0.2890625	0.27730957
-303.3984375	0.842773438	0.2734375	0.278115234
-304.2773438	0.845214844	0.29296875	0.278920898
-305.15625	0.84765625	0.28125	0.279726563
-306.1230469	0.850341797	0.28515625	0.280612793
-307.0019531	0.852783203	0.2890625	0.281418457
-307.8808594	0.855224609	0.27734375	0.282224121
-308.8476563	0.857910156	0.296875	0.283110352
-309.7265625	0.860351563	0.28125	0.283916016
-310.6054688	0.862792969	0.29296875	0.28472168
-311.484375	0.865234375	0.2890625	0.285527344
-312.3632813	0.867675781	0.28515625	0.286333008
-313.0664063	0.869628906	0.296875	0.286977539
-313.6816406	0.871337891	0.28125	0.287541504
-314.296875	0.873046875	0.3046875	0.288105469
-315	0.875	0.28515625	0.28875
-315.6152344	0.876708984	0.296875	0.289313965
-316.1425781	0.878173828	0.29296875	0.289797363
-316.7578125	0.879882813	0.2890625	0.290361328
-317.2851563	0.881347656	0.30078125	0.290844727
-317.6367188	0.882324219	0.28515625	0.291166992
-318.1640625	0.883789063	0.3046875	0.291650391
-318.6035156	0.885009766	0.29296875	0.292053223
-319.0429688	0.886230469	0.296875	0.292456055
-319.6582031	0.887939453	0.296875	0.29302002
-320.1855469	0.889404297	0.29296875	0.293503418
-320.8007813	0.891113281	0.30859375	0.294067383
-321.4160156	0.892822266	0.28515625	0.294631348
-322.03125	0.89453125	0.3046875	0.295195313
-322.6464844	0.896240234	0.29296875	0.295759277
-323.3496094	0.898193359	0.30078125	0.296403809
-324.0527344	0.900146484	0.3046875	0.29704834
-324.5800781	0.901611328	0.2890625	0.297531738
-325.1953125	0.903320313	0.30859375	0.298095703
-325.7226563	0.904785156	0.296875	0.298579102
-326.25	0.90625	0.30859375	0.2990625
-326.8652344	0.907958984	0.30078125	0.299626465
-327.3046875	0.909179688	0.296875	0.300029297
-327.7441406	0.910400391	0.3046875	0.300432129
-328.2714844	0.911865234	0.29296875	0.300915527
-328.7109375	0.913085938	0.3125	0.301318359
-329.1503906	0.914306641	0.30078125	0.301721191
-329.6777344	0.915771484	0.30859375	0.30220459
-330.2050781	0.917236328	0.3046875	0.302687988
-330.9082031	0.919189453	0.30078125	0.30333252
-331.5234375	0.920898438	0.31640625	0.303896484
-332.2265625	0.922851563	0.30078125	0.304541016
-333.0175781	0.925048828	0.31640625	0.305266113
-333.6328125	0.926757813	0.3046875	0.305830078
-334.2480469	0.928466797	0.3125	0.306394043
-334.9511719	0.930419922	0.3125	0.307038574
-335.5664063	0.932128906	0.30859375	0.307602539
-336.09375	0.93359375	0.3203125	0.308085938
-336.6210938	0.935058594	0.30078125	0.308569336
-337.3242188	0.937011719	0.3203125	0.309213867
-337.9394531	0.938720703	0.30859375	0.309777832
-338.5546875	0.940429688	0.3125	0.310341797
-339.1699219	0.942138672	0.31640625	0.310905762
-339.6972656	0.943603516	0.30859375	0.31138916
-340.2246094	0.945068359	0.32421875	0.311872559
-340.7519531	0.946533203	0.30859375	0.312355957
-341.1914063	0.947753906	0.3203125	0.312758789
-341.6308594	0.948974609	0.31640625	0.313161621
-342.0703125	0.950195313	0.31640625	0.313564453
-342.5097656	0.951416016	0.3203125	0.313967285
-342.9492188	0.952636719	0.3125	0.314370117
-343.3886719	0.953857422	0.32421875	0.314772949
-343.828125	0.955078125	0.3125	0.315175781
-344.3554688	0.956542969	0.3203125	0.31565918
-344.8828125	0.958007813	0.3203125	0.316142578
-345.4101563	0.959472656	0.31640625	0.316625977
-346.0253906	0.961181641	0.32421875	0.317189941
-346.7285156	0.963134766	0.3125	0.317834473
-347.34375	0.96484375	0.328125	0.318398438
-348.046875	0.966796875	0.31640625	0.319042969
-348.6621094	0.968505859	0.32421875	0.319606934
-349.1894531	0.969970703	0.32421875	0.320090332
-349.7167969	0.971435547	0.31640625	0.32057373
-350.15625	0.97265625	0.33203125	0.320976563
-350.5078125	0.973632813	0.31640625	0.321298828
-350.859375	0.974609375	0.33203125	0.321621094
-351.2109375	0.975585938	0.3203125	0.321943359
-351.5625	0.9765625	0.3203125	0.322265625
-352.0019531	0.977783203	0.33203125	0.322668457
-352.4414063	0.979003906	0.3203125	0.323071289
-352.8808594	0.980224609	0.3359375	0.323474121
-353.4082031	0.981689453	0.3203125	0.32395752
-353.9355469	0.983154297	0.33203125	0.324440918
-354.375	0.984375	0.32421875	0.32484375
-354.9023438	0.985839844	0.328125	0.325327148
-355.3417969	0.987060547	0.3359375	0.32572998
-355.78125	0.98828125	0.3203125	0.326132813
-356.3964844	0.989990234	0.33984375	0.326696777
